,A_M13DKO_080212_CTRL4.8_crop_seg_id,A_M13DKO_080212_CTRL4.8_crop_distance,B_M13DKO_080212_CTRL4.8_crop_seg_id,B_M13DKO_080212_CTRL4.8_crop_distance,F_M13DKO_060212_CTRL7.2_crop_seg_id,F_M13DKO_060212_CTRL7.2_crop_distance,F_M13DKO_080212_CTRL6.7B_crop_seg_id,F_M13DKO_080212_CTRL6.7B_crop_distance,C_M13DKO_060212_CTRL7.2_crop_seg_id,C_M13DKO_060212_CTRL7.2_crop_distance,A_M13DKO_080212_CTRL6.7B_crop_seg_id,A_M13DKO_080212_CTRL6.7B_crop_distance
50,90.0,165.47728703359869,84,118.11422324174173,40.0,156.42999657354724,,,61.0,185.4671493930933,38.0,166.71313158836648
51,29.0,166.36511736539003,79,118.16532618327597,79.0,160.78456325157586,,,17.0,186.8228598111056,60.0,174.2490713547708
52,103.0,168.38506096444544,45,118.28788316645117,64.0,166.5754628989516,,,6.0,194.8024384446971,33.0,176.05523809304853
53,55.0,172.494,26,119.06114781909336,36.0,167.9039290308598,,,24.0,198.92414025452013,21.0,178.73702404370505
54,93.0,176.92411139242722,40,120.3121211848582,107.0,170.033450685446,,,,,68.0,182.010487851662
55,104.0,185.83786943462303,46,126.6867464891257,105.0,171.34920113032334,,,,,9.0,183.33248726835077
56,25.0,191.59628941083383,55,127.8159095731044,73.0,173.07402481019503,,,,,34.0,196.2290386767463
57,44.0,192.8838922668246,6,128.616385425808,103.0,173.91613754910728,,,,,57.0,198.82699746261827
58,97.0,195.2976786958821,47,128.95391260446502,58.0,174.47067426934532,,,,,,
59,73.0,196.87407599783168,33,132.93741116781237,88.0,174.4983548461131,,,,,,
60,106.0,197.8468434016576,66,139.600759740053,23.0,175.91115264246326,,,,,,
61,108.0,199.11221954465776,12,141.83176752758885,45.0,180.35105656469,,,,,,
62,21.0,199.6270117794684,49,142.54509189726596,59.0,183.7009422512579,,,,,,
63,,,82,143.89402275285795,11.0,184.93252929649773,,,,,,
64,,,32,148.09546621014434,81.0,188.9372602532385,,,,,,
65,,,53,154.59761851982068,10.0,194.6536206701535,,,,,,
66,,,57,161.89965492242408,25.0,195.98891268640685,,,,,,
67,,,36,168.57856176868992,87.0,199.11828366074272,,,,,,
68,,,20,173.77027842528193,,,,,,,,
69,,,23,176.53467359133728,,,,,,,,
70,,,39,182.61318420092235,,,,,,,,
71,,,52,185.00433634917857,,,,,,,,
72,,,37,198.9423492472128,,,,,,,,
