,A_M13DKO_080212_CTRL4.8_crop,B_M13DKO_080212_CTRL4.8_crop,F_M13DKO_060212_CTRL7.2_crop,F_M13DKO_080212_CTRL6.7B_crop,C_M13DKO_060212_CTRL7.2_crop,A_M13DKO_080212_CTRL6.7B_crop
0,0.0,0.0,1.554,2.6916069549620354,0.0,6.216
1,1.554,12.624755680804284,1.554,3.4748496370346733,0.0,6.407306142209845
2,2.19768787592779,18.32138979444518,1.554,4.39537575185558,0.0,7.7700000000000005
3,2.6916069549620354,21.64471538274412,1.554,7.77,0.0,7.923876324123188
4,3.4748496370346733,21.756,3.108,8.927050352720096,16.519246592989646,9.57949936061379
5,19.47156418986416,25.67629389144781,4.914179483901662,18.648,26.04978687052929,9.950455064970647
6,26.463666412649623,27.885533023415565,6.59306362778337,31.504451685436457,26.234539447072443,11.313290767941925
7,31.15760311705636,29.526,12.528748540855943,31.58101182672905,27.005640744111226,11.419521180855176
8,34.748496370346736,29.93215388173728,28.94781255984638,32.074198602615155,40.37410432443053,11.419521180855178
9,45.30649622294799,32.634,37.6824973694685,40.553147793975256,43.788620713605496,11.834911406512512
10,50.33137077410072,35.53872631369897,41.524089682978,43.65052948132474,46.67177125415319,11.936500492187816
11,51.44655417032321,37.4575252252468,43.09373973096325,49.46018507850532,48.37410054977767,12.137127996358942
12,51.96033186960992,43.87126681553657,43.59517051234001,49.97022257304844,64.16721733097049,12.528748540855945
13,56.03026682071039,46.30815703523517,43.73343654459367,54.412195471236046,71.43330811323244,13.36801346498424
14,64.09190366965238,54.94219689819474,49.14179483901662,59.560990623057975,75.17249124513567,28.144137009331093
15,65.36043454567908,56.22388321701019,50.99867186505939,76.0031517241226,75.89186161901684,29.48507690340997
16,67.55879839073518,59.98520517594318,53.51719701180173,76.54140197304986,76.60447689267254,39.61938162061595
17,68.55236346035052,61.88745249240754,55.29270888643457,80.86774714309779,79.92154165179748,46.51628463237364
18,72.65677102651894,66.24124373832363,55.987150025697865,81.32929929613313,80.88267703284802,51.680722672965786
19,77.77766118880152,66.822,63.23844476266,83.98791363047424,85.2436639522258,56.90696228055053
20,80.17796699842171,66.84006732492121,64.80384960787438,94.70479409195714,86.0332350897024,59.50014164689022
21,86.92682074020654,67.11049351628999,65.60015481689048,98.7004110629738,87.2595561987339,63.123778404021415
22,89.12159516076898,67.34398449750357,67.77293141070409,100.3383516109369,90.10520291303938,63.903231185911096
23,89.45966478810436,69.27075928557446,74.08848809363032,100.35038475262564,92.34212687609052,64.09190366965238
24,90.10520291303938,71.77057773210412,79.20828093072089,100.6507457498453,106.87634293893107,65.6553505816548
25,91.43543728773872,73.12061285301156,83.46875259640579,101.04585517476708,109.3777576292365,66.822
26,91.54102096874384,73.8763166380133,85.04512578625538,101.59404994388206,115.77039258808792,70.63438579049159
27,94.01378920137196,74.23502079207628,85.14445273768574,103.71131020288963,117.78663939513685,73.8763166380133
28,99.12766114460686,75.70069793601641,87.71500656102126,107.39478020835092,119.73870005975512,74.36502968465756
29,100.42255332344423,76.19355657796794,91.2239033148659,117.48897759364492,120.42246708982506,74.60818574392492
30,104.69624503295236,76.5887130326656,95.9083679560861,124.1353253348941,122.223853547497,76.77766573685345
31,109.76345440992644,78.53467682495422,98.29587435899842,124.32971212063512,122.63807258759412,81.72917261296607
32,111.82323125361742,83.82962221076748,100.06118995894462,124.42679163267049,122.65776241233164,84.6038475720815
33,113.86695747230624,85.58294355769729,100.3985028972046,129.55178964414193,129.14104651891282,89.90397016817444
34,117.12872318948928,86.82953271784895,107.39478020835092,133.0009763122061,129.77528340943817,96.97258841548988
35,117.75588168749788,90.34609056290152,108.53552528089594,133.79750486462743,130.2860106227833,100.87842199400227
36,118.2776749348752,92.99362449114456,111.7584249710061,140.83218775549858,134.27495245204892,103.32639370460967
37,122.61837960110222,93.40819829115644,112.20052187044408,145.5211270022329,137.31592816567203,108.42421818025713
38,129.07558051002522,94.5899771646024,113.86695747230624,147.49907879034365,144.5888232609976,117.21116467299521
39,139.69587036129593,98.33271919356244,119.45601133471683,149.94288232523743,146.290757028597,119.64790866538371
40,139.7045135706073,98.60249396440236,119.45601133471683,156.59200830182874,151.0740583819737,125.02700215553439
41,141.40546128067334,98.89595441675051,122.2040938103139,160.33334282051254,156.8847470979891,135.6349147085661
42,144.08689340810983,99.96460577624462,122.49029801580204,163.1107892568729,163.42879477007716,139.42766511707782
43,150.26464853717255,103.29133016860612,130.2860106227833,165.73247896534946,170.6501451625518,139.55750621159723
44,150.61779743443336,105.92308405630946,137.50924434378948,173.10890399976543,175.05104719481116,144.59717399728115
45,152.292,106.15082692094302,140.08428682760962,175.16826966091776,176.0483795551666,144.67230893298137
46,152.58507514170577,107.98902427561794,140.21351987593778,180.77903149425268,179.53912879369778,161.55621971313886
47,160.19019138511572,108.08960915832752,148.23400650323126,183.45758172395057,180.57185780735605,163.40662842124857
48,161.69069427768562,110.11490923576152,153.1143511497208,186.0521592027354,181.37250550179868,164.8265906945842
49,163.93779358037,112.71589540078187,154.37877446073992,191.4386722060096,183.81921736314732,165.63773928667345
50,165.47728703359869,118.11422324174173,156.42999657354724,,185.4671493930933,166.71313158836648
51,166.36511736539003,118.16532618327597,160.78456325157586,,186.8228598111056,174.2490713547708
52,168.38506096444544,118.28788316645117,166.5754628989516,,194.8024384446971,176.05523809304853
53,172.494,119.06114781909336,167.9039290308598,,198.92414025452013,178.73702404370505
54,176.92411139242722,120.3121211848582,170.033450685446,,,182.010487851662
55,185.83786943462303,126.6867464891257,171.34920113032334,,,183.33248726835077
56,191.59628941083383,127.8159095731044,173.07402481019503,,,196.2290386767463
57,192.8838922668246,128.616385425808,173.91613754910728,,,198.82699746261827
58,195.2976786958821,128.95391260446502,174.47067426934532,,,
59,196.87407599783168,132.93741116781237,174.4983548461131,,,
60,197.8468434016576,139.600759740053,175.91115264246326,,,
61,199.11221954465776,141.83176752758885,180.35105656469,,,
62,199.6270117794684,142.54509189726596,183.7009422512579,,,
63,,143.89402275285795,184.93252929649773,,,
64,,148.09546621014434,188.9372602532385,,,
65,,154.59761851982068,194.6536206701535,,,
66,,161.89965492242408,195.98891268640685,,,
67,,168.57856176868992,199.11828366074272,,,
68,,173.77027842528193,,,,
69,,176.53467359133728,,,,
70,,182.61318420092235,,,,
71,,185.00433634917857,,,,
72,,198.9423492472128,,,,
