,E_SNAP25_120812_CTRL2.3_14_crop,C_SNAP25_12082_CTRL2.3_5_crop,D_SNAP25_12082_CTRL2.3_5_crop,B_SNAP25_120812_CTRL1.4_4_crop,B_SNAP25_120812_CTRL1.3_13_crop
0,0.0,0.0,0.0,0.0,1.554
1,0.0,0.0,1.554,0.0,2.19768787592779
2,32.3366452805482,0.0,3.108,0.0,2.19768787592779
3,38.91211035140603,0.0,3.4748496370346733,0.0,4.662000000000001
4,,0.0,5.154034924212291,0.0,4.914179483901662
5,,1.554,32.14940198510697,0.0,5.154034924212291
6,,18.648000000000003,,0.0,5.814535579046705
7,,22.679883333033263,,2.19768787592779,6.407306142209845
8,,,,23.5162872069551,14.411203142000323
9,,,,39.558381766700215,
