,A_M13DKO_080212_DKO1.2_crop_distance,A_M13DKO_080212_DKO1.2_crop_diameter,G_M13DKO_060212_DKO1.1_crop_distance,G_M13DKO_060212_DKO1.1_crop_diameter,C_M13DKO_080212_DKO1.2_crop_distance,C_M13DKO_080212_DKO1.2_crop_diameter,E_M13DKO_080212_DKO1.2_crop_distance,E_M13DKO_080212_DKO1.2_crop_diameter,H_M13DKO_080212_DKO1.2_crop_distance,H_M13DKO_080212_DKO1.2_crop_diameter
0,9.061299244589597,59.04457273790773,,,8.368546110287019,47.81289742868499,14.660406679215964,54.5150906509724,6.216,47.81289742868499
1,9.57949936061379,55.036778046111,,,9.828358967803323,,14.660406679215964,43.95147120000001,7.121322629961376,52.5941871715535
2,10.19025946676531,51.71755599228722,,,17.65004713874725,50.71323599999999,20.14214209065163,57.37547691442199,8.368546110287019,44.081313347574614
3,13.277381820223445,53.45644442588228,,,22.57315387800296,48.75977939805501,24.57089741950831,50.26043018499918,11.419521180855176,47.81289742868499
4,15.847752648246376,46.96871937691663,,,30.885139144902684,40.71121517937428,27.13944325147441,59.04457273790773,,
5,16.519246592989646,52.81107133775702,,,,,31.46610176046597,46.96871937691663,,
6,27.885533023415565,55.45059423403328,,,,,35.742000000000004,54.19966799968288,,
7,31.42770503870749,,,,,,,,,
