,D_SNAP25_12.08.12_KO1.1_3_crop,C_SNAP25_12082_KO1.2_6_crop,E_SNAP25_12082_KO2.1_6_crop,A_SNAP25_12082_KO1.2_6_crop,B_SNAP25_12082_KO1.2_6_crop
0,9.193587982936805,1.554,3.4748496370346733,4.662,6.216
1,10.878,1.554,5.154034924212291,7.77,10.308069848424582
2,12.90849348297469,4.662,6.216,9.452612972083434,
3,14.660406679215962,6.216,6.407306142209845,11.419521180855176,
4,22.46591738612069,13.636294658007358,6.407306142209845,,
